,Text,Sentiment_value
903,home run redsox connor wong came mph sinker bluejays zach pop spin rate rpm left bat mph launch angle estimated distance feet xba,0
904,oh hey redsox two big dubs row,-1
905,new places gift new experiences college event competition intercollege scottishchurch scc management business administration bba presentation flagship winning winner habit victory team experience places besc ayushjain,1
906,rt umasslacrosse tessa shields scores th goal game q umass george mason flagship,1
907,rt nesn wong sends monster tie game redsox,-1
908,rt techfeed motorola finally bringing real flagship contender us techbase techbasenigeria techb,1
909,tied ball game folks kevin skagerlind knocks sam hill double right center field umass st bonaventure flagship,-1
910,rt sbs umass umassclacls thank everyone supporting umassclacls umassgives year round,1
911,redsox win girls happy bostonstrong redsox redsox dirtywater,1
912,rt umassmbb wishing guy jackson happy birthday jackson cronin flagship,1
913,best mlb picks parlay braves guardians angels underdogs odds bet kasinobets mlb mlbpicks mlbcentral mets dodgers yankeestwitter baseballszn bettingsports breakingnews redsox bclub kasinobets stake,1
914,umass memorial medical group physicians hiring neuro radiologist massachusetts covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
915,ops bottom order opponents season vs redsox pitching th highest mlb rd worst american league athletics whitesox,-1
916,day umassgives winds want say thank incredible supporters umassgives flagship,1
917,sure set p tonight join two faith richardson amp lillian kirry umassgives twitter spaces umassgives flagship,1
918,day umassgives winds want say thank donors made gift today way goal donors umassgives flagship,1
919,rt statsbrad masataka yoshida quickly becoming fan favorite boston extended hit streak games today win th,1
920,redsox winning bluejays,1
921,bluejays fans make tonight lineup vs redsox let know nextlevel,1
922,rt trivedikalpen virtual symposium lecture promise fascinating inspiring events please join us ukraine,1
923,thank alumni friends came together make umassgives tremendous success,1
924,talk got themassco banners ready spring game tailgate event amp players hope see saturday umass pm lot grass open provided tandem bagel co goumass,1
925,beautiful day manningcics building umassamherst daffodils flowers,1
926,think time make conor wong every day catcher redsox,1
927,rt umasslacrosse latest iwlca ilwomen top poll head wlax postseason flagship,1
928,rt arunachaltimes guv mos cm review flagship progs arunachal times,1
929,spring game vibes flagship,1
930,whistle blown first half umassgives underway help umass women soccer reach goals investing future program umassgives flagship,1
931,coachcarvelum locmelis newmass x flagship,1
932,two rbi single extends bonnies lead bottom half inning e st bonaventure umass flagship,1
933,bluejays score another run passed ball tied redsox hurrah,-1
934,betts verdugo wong hmmmm redsox,-1
935,bluejays redsox bot th justin turner strikes swinging swanson ip h r k pitches strikes,-1
936,heart pieces passing heather walker miss friend deepest love pouring entire walker family amazing amount love shown heather showed others rest heather love move heather,1
937,umassclacls thank everyone supporting umassclacls umassgives year round,1
938,rt athosyorkshire marmosets die umass experimenter collects millions via peta,-1
939,rt umassbaseball message coachreynolds donors away goal umassgives flagship,1
940,rt umasshockey head coach coachcarvelum sending message umass hockey supporters naples fl umassgives flagship,1
941,rt dingertracker bluejays redsox daulton varsho homers fly ball rcf run hit ft mph pitch,-1
942,actually listen carrabis switched chopped listen castig weei redsox,-1
943,think tanner houck starter bur yet needs earn experience late innings keep working new pitch redsox,0
944,umass gives begins laxbacker nation show us commitment investing future umass men lacrosse umassgives flagship,1
945,day umassgives winds want say thank incredible supporters umassgives flagship,1
946,umassgives power hour hannah frilot memorial scholarship fred remembers hannah someone made world better place scholarship provide aid undergrad women nonbinary students stem fields donate,1
947,carter hanson walks bases loaded bringing home maclean give us early lead umass st bonaventure flagship,1
948,rt maureenturnerwm hey umassamherst community would excellent time support independent student journalists mdcollegi,1
949,wten championship bracket set earn seed earn bye quarterfinals friday flagship,1
950,bluejays redsox bot th rafael devers grounds softly p yimi garc garc ip h k inherited scored pitches strikes,-1
951,juni loves redsox,1
952,forbes st rounder like cross simmons sweat abram hailstatefb produces st rounders flagship program hailstate,1
953,rt umasshockey day left invest future umass hockey umassgives flagship,1
954,april showers bring may flowers umassamherst sceneatumass umassamherst umassadmissions umass,-1
955,boston red sox defeat toronto blue jays connor wong hits two home runs win redsoxbaseball dirtywater redsox redsoxnation,-1
956,bluejays redsox b connor wong homers fly ball lcf solo hit ft mph nd game pitch mph four seam fastball rhp erik swanson,-1
957,gifts challenge calling umass women basketball supporters show p amp help us win gifts challenge every gift matters umassgives flagship,1
958,rt rsnstats innings redsox bluejays point game season bos trailing tor,1
959,join us wishing jess collantes happy birthday flagship,1
960,starting due weather flagship,1
961,conner wong problem redsox,-1
962,friday gameday presented massgenbrigham gw softball amherst mass sortino field p dh game game flagship,1
963,rt umassamherst raising umassgives completely donor funded program umassuwil able ye,-1
964,rt celtics something moves help us support dear friend heather fight glioblastoma post photo v,1
965,redsox connor wong homers ft fly ball left center bluejays erik swanson tor bos bot,-1
966,one base homerun someone base nothing redsox way,-1
967,rt mlbbarrelalert connor wong lhp yusei kikuchi mph degrees ft double mph slider bluejays redsox b,-1
968,semifinals saturday fordham wten semifinals orlando fla usta national campus flagship,1
969,ready singles action lining hack senli krasakova napadiy jonglertrakul akimova flagship,1
970,moral story need men base homeruns redsox,-1
971,calling finance alumni help finance department secure additional highest amount unique donors pm pm win umassgives,1
972,wong timely breakout hrs fuels win toronto redsoxbaseball dirtywater redsox mediasrojas,-1
973,today lineup siena skagerlind cf maclean b tichy lf luttazi dh hanson rf blumenthal b hill ss toth c pearsons b scott lesieur gets nod bump today flagship,1
974,yard kick good q defense offense flagship,1
975,keep donations coming chc today last day umassgives help support students honors college community donations size welcome used towards scholarships students click link give,1
976,days college decision day may wait welcome home umassamherst celebrate decision us umass umassamherst umass umassadmissions,1
