overall,reviewText,summary
1,Do not order these. They are very pretty but the post separated from earring the first time I took them off after only wearing them for a few hours. Very disappointing.,Broke the same day I got them
1,Lining is rough polyester not wool. Very uncomfortable!,Very rough lining
1,"The item I received doesn't look at all like the item pictured. Mine is cartoonish and has a goofy beard. Super disappointed. It still seems to be nice quality, but it's so ridiculous looking that it wasn't worth the price.",May not be the item pictured.
1,"I liked what I saw in the picture, and reviews helped me select the proper size (I wear men's medium, so got the 3XL, but I'm really disappointed in this shirt.

The fit and style are mostly okay, but I have two gripes.  The first is minor: the pockets are a bit low for me, seemingly lower than the picture indicates.  But the deal-breaker is the neck and collar.  Both are MUCH too big for the size of the shirt, and look really awkward.

So I'm looking for a better-designed alternative...",really wanted to like this
1,this jeans when I looked on line look good when i got it looks so different. I didn't like it,I didn't like it
1,Let me first state that this necklace is beautiful.  BUT whoever boxed this up did an atrocious job. They just threw it in the box and it is so knotted up that I guess there was strain on one of the charm links because we just saw that it's snapped off and the loose link is in the box. Sending it in for a replacement hopefully,Bad Boxing.
1,"Fit my shoulders and length of arms good, was right size for me...however was gaping in bodice area and material was very thick compared to other rash guards.",Didn't like material or fit.
1,I ordered this twice and both times I received a size 10 instead of a size 8.,Slotted wrong
1,"Bought the Kingshow 1428 boot which looks similar to the  0705's. Wore less then 3 months before the rubber coating started to bubble and peal, rendering them no longer waterproof. Do to the fact it was 3 months and 2 days till I contacted them, they no longer honored a warranty. Very disappointed.",Peeling rubber coating
1,"I was disappointed with this product, I ordered a large and I expected them to run small hence why I ordered a large. But I was not expecting a child sized shirt. I don't recommend this for anyone who is a large or medium or anything above. I'd recommend this to people who are the size of a 6-12 year old. I will not be buying from this seller again :/",Don't waste your money.
1,The dress was horrible lots of loose strings. By far straps were to long never can wear it in public.,The dress was horrible lots of loose strings
1,"I hate to try to return these rings because one shipped without a stone.  You are getting what you pay for here. They may be cheap, but that is because they are cheaply made.  They feel like a thick plastic with a thin metal paint--sort of like the rings that you might get out of a quarter machine at the grocery store for a little kid.  Luckily, my order was through Amazon, and the company facilitated my refund.  I will not be reordering.",I hate to try to return these rings because one shipped ...
1,Broke in 1week.,One Star
1,"Terrible! They smell awfully, the size is very small and the sole does not correspond to the image of sale. I am not going to order this store ever again.",Terrible! They smell awfully
1,Bad bad.. It doesnt work,One Star
1,"This product runs extremely small and the quality of the product is unacceptable and undesirable.

I ordered a size 14 and the fitting is no where near a size 14 I have ever worn and it is perhaps more like a  size 10 or even smaller (feeling extremely disappointed).",Feeling disappointed
1,"I'm confused, picture is not match with what was received!!!! Disappointed!",Disappointed!
1,"If this product comes back, I hope they make it a lot better. Customer service was great, and replaced the pealing decal but it happened again with the second shirt. The fit was great.",I hope they make it a lot better. Customer service was great
1,Too small,One Star
1,"this is terrible, the fabric was gross feeling not like dirty but it had a harsh feeling to it, the sleeves were WAY to short and honestly its not a good buy, I advise you not to purchase this product.","this is terrible, the fabric was gross feeling not like dirty ..."
1,"Total garbage. The shirt I received was not only the wrong color (was supposed to be navy) but the graphic was clearly some kind of copy, like a screenshot of an original. Very pixelated. Do not order, you will be VERY disappointed.",Total garbage. The shirt I received was not only the ...
1,Stretches out and looks terrible at the end of the day.,Not what you expect.
1,This's peace of crap,One Star
1,Even small size looks like XL,One Star
1,Received an empty box - no earrings.,One Star
1,"Too long, too small in some places, too large in others. Bra inserts look like snow cone cups, flowers not attached well. Terrible",Don't order from these people.
1,Material is cheap. Not worth $2.00.  Sorry I bought it. Collar turns upward and does not fit the body.,Mistake.
1,Ordered boys got girls,Too big
